rating,review
1,Just received this thing!  My opening is 17-1/4  Easy swap fit right.  Oh wait the unit is not 17 inches as advertised but 18 inches.  Total incompetence rears it head again.  Last RCA product I will buy.  if they cant get the dimensions right they sure as crap cant build a decent productOh just send it back you say.  Not in the cards when you got travel deadline todayThanks RCA for nothing
5,Purchased this for a college dorm room. University put a limit on wattage use. Just the right size for dorm fits on top of the mini fridge.
5,This oven has more than enough power to heat large meals and is reliably used several times per day. It has a large interior to fit any food item. The unit is also stylish for a contemporary kitchen.
1,"We were so excited to get a microwave convection combination for a decent price. However, the convection feature does not work properly. The instructions are very clear and we followed them precisely. However, the pre-heat cycle does not complete and give you the option after preheating to enter the cook time.We requested a return, which we were granted, and Amazon shipped the replacement. It arrived with both the exterior box, interior box, and the microwave itself damaged. We tested the microwave for functionality damage, and found that when you close the door, the turntable automatically engages without any cook function being programmed in.We are extremely disappointed and the original product, and an Amazon delivery for damaging the replacement. We are receiving a full refund and shopping locally for a microwave oven."
2,I use this microwave mainly to reheat beverages and food.  The first several weeks it worked fine but now I’m having trouble with it.  When I try to start it to heat something the clock just counts down - no heating.  After pushing different buttons  repeatedly it eventually starts.  It’s frustrating.  Since I was able to operate it easily before I don’t think it’s me.  I bought it because I wanted a smaller microwave.  Now I wish I had kept my larger microwave.  I never had this problem with it.
5,It’s perfect for my small apartment kitchen.  It doesn’t fit dinner plates so I fit my food on salad plates.
3,"The magnetron died without warning after only two years of use. Prior to that, this was the best microwave I've ever had. I loved the sensor cook settings."
3,Works well enough for a small microwave at a low price but you definitely need to set for longer as it’s slow to heat up food
2,"Underpowered, takes 2x longer than other microwaves. Not recommended."
2,Very low power output.
2,"Worked at first, but in less than 2 years the light bulb went out that requires a service call to replace. And then the element that rotates the platter never shuts off. It just spins non-stop.We still use it (without the bulb and with the  broken rotator mechanism). But we would never buy a Toshiba anything again. Never had a microwave/convection that broke so soon. This poor built quality about this model is all over the internet.Find something more reputable, even if it costs more."
5,5 stars
4,"Red is my fav kitchen counter color.  (Wish my elec. kettle came in red).The Microwave temp and bake time settings are so small that I needed to stick a piece of paper on the side with arrows pointing to the most used temps and bake times, and I need a flash light also just to make sure.Otherwise, It's just right.  I can fit most everything in it.  It will probably bubble after 2-3 years and  will need to be replaced but the price makes it well worth it.  (if it lasts longer than my cell phone,I'm happy. lol)"
3,"Bought this a few weeks ago and in that time have come not to love it. Wish I still had the box to return it, but I don’t.3 stars because it does heat food which is its main objective.But deducting stars because of the following:- it has plastic, not rubber, feet. Thus it slides, and slides, and slides every time you press a button or press the door button. I am having to now spend extra cash buying a rubber pad to put under every foot.- it makes a strange clicking or repeating sound.  I’ve had microwaves for decades and none have ever done this. The all hum, but this one hums and clicks- window fogs up. Never had a microwave where it fogs between the panels. Seems wrong given very old microwaves do not even do thisI wouldn’t buy again, but not throwing it out and wasting it either….that sums it up"
4,"Probably because of new technology; hence less insulation ????, when I heat something for 8 min. let's say, the exterior is warmer to touch than my former Panasonic, same microwave."
5,"The microwave itself works dood ..the airfryer is amazing,I made fish sticks and they were so crispy and good. Some remarks about the basket slipping and falling off ,it smoking and stinking. I HAD NONE of those problems. The only thing I would change is the button board is not lit ,that would be a nice plus.If you are looking for a decent combo this is great for the price and it comes with a pan and 2 stands..I would definitely recommend this microwave/ airfryer..it has another function but I have not tried it yet 😊"
3,The microwave oven was missing an important part. The plastic center piece that keeps the center glass dish from moving. I call the manufacturer and they sent me the missing part. Also there seems to be a lot of steam released from the oven after use.  Shauna
5,"1. Has the right (same) Power (wattage) when following frozen food directions. Don't have to re-calculate cook times.2. The beep is gentle, not jarring and ear-piercing like on my previous microwave oven.3. Using a door handle is better than using a push button like my previous oven had for opening the door.4. I use it with Alexa. However, the microwave oven's app is really buggy when setting-up. Had to try alternate log-on method. (Be sure to update the microwave's firmware once you do log-in in the oven's app.) Adding skill to Alexa was super easy."
4,"It's just so flimsy.  I guess I would pay another $20 for a sturdier machine.  it works fine and is so inexpensive, it fits in a tiny space.  These are all good things.  It just bugs me that it is so flimsy sounding and feeling."
5,"Five star no doubt. Just take a look around at the other choices in the stores and online and after you waste your time doing that as we did, you may very well end up right back here making this purchase. You will not be sorry...Actually we brought two other choices home from local stores and quickly realized we did not like them and had to box those up and make a return. We got lucky when we finally found this one online after searching thru page after page of other models listed before we viewed this little gem. The handle seems very well made and it cooks evenly. We have no complaints..."
3,It works a expected but is so loud.  It has a loud hum I can hear from other rooms almost to the point it is annoying.
1,"The microwave looked good and would have been a good fit for the tight space, but it would not turn on.I plugged it into different working outlets but nothing happened.  The box did not look damage or opened (original factory tape).  Waste of time and energy."
5,My previous countertop just quit in mid cycle. I really like having this size in addition to the 1100 watt overhead unit in my apt. I ordered this unit immediately and had it in two days. I had 800 watts before but see no real difference in this 700 watt. The price is good and it works.
5,"It may be small but it is mighty!  We needed a small microwave for the spot in our kitchen and this is what we picked.  It works great, heats well.  It is small but holds a dinner plate and any bowls that size or smaller.  If you want to heat a 9x13 pan this isn't the one for you.  Excellent product for the price too.  Only negative comment is the ding (bell) is really loud but GE thought of everything and you can turn off the sounds.  so now it is perfect!"
2,"I really like how simple this was to use but after only 4 months of average use, it makes a loud noise. It sounds like the turntable that is making the noise and occasionally there is smoke coming from the inside top."
5,"Had a similar Panasonic  that got old and started to flip  the breaker.  Got this new one and it works fine.  We especially like the ""reheat"" button, though we also hit the ""low"" indicator to avoid over doing it.  Be aware that after a few months we noticed a bubbling in the control panel...it was just a bubble in the film used to ship it to avoid scratches...remove the film with a piece of tape stuck to it and pull gently. It did fit nicely in our 14 inch high opening."
4,"I miss having a one push button for a quick 30 seconds to reheat coffee. Every action requires a minimum of two button pushes. Also the control panel is difficult to see once visible natural light is gone; I need my glasses and a light to shine directly on the front of the machine. Other than that, it performs its functions, tried so far, efficiently and adequately. It does seem to heat a little fast, tending to dry out frozen dinners when following package instructions, so I have learned to shave off 30 seconds from the recommended timing."
5,I got this for my son’s dorm room. He loves it. It fits perfect on top of his mini fridge. great price too!
4,"Does exactly what you would expect but allowed my roommate to put graphic mug with the words ""DO NOT MICROWAVE"" clearly marked on the bottom. Will rerate upon recall for ineffective idiot proofing."
5,"I have so far used most of the cooking functions and am happy with the out come. I highly recommend this oven if you presently do not have a convection oven in your main kitchen oven. I used the air fryer last night on frozen French Fries. I used the convection oven function to roast a six pound chicken, the night before last. Everything came out perfect.  I have baked frozen breakfast Southern Style Biscuits in the convection mode and it only takes half the time and they are perfectly brown on both  top and bottom.  For the price,  what more could you ask for. This oven is a bargain in my opinion."
5,"We’ve only had this for two weeks now, but we’re sure enjoying it. (It’s so nice to have all of the popcorn actually POP, and not have a half bag of kernels!) There’s always a learning curve and I’m sure, as always,  we’ll discover all of it’s many features! Great unit. 👍"
5,It is just what I expected!
2,"Because of 'good' reviews and recommendations, I purchased one of these for my new residence. I sent it back  because the turntable turned in a jerky motion, not smoothly like most microwaves. The next one did the same thing but since the microwave seemed to work and I didn't have time to return it, I am stuck with it. Otherwise, it does seem to work; however,  after reading even more reviews of its flaws, I am a little weary that this just might be a lemon. Since I am not at the new residence full time, yet, I haven't used this a lot, yet. I really wish I had returned this when I had a chance, but until then, I will update this review if this ends up in the trash."
5,Perfect for a college student with a small living space
4,"These are last years model, which is fine by me, it's a Panasonic and it works great. However, not only is it last years model but the ones that you see being offered for cheaper because of scratches, etc, are because of the styro-foam packing in the box. My box was not damaged in shipping but these have been boxed from the factory so long the styro-foam has made a slight change in the surface of the black plastic where it touches. It doesn't hurt the functionality but you should be aware of this.And while the base will sit in an old trim kit base, they have changed the location of the screws where they fasten to the back of the m-wave."
3,The microwave is great. Easy to use and reheats perfectly. The problem I have is that the first one came badly damaged through the USPS. The 2and one shipped the same way and was damaged again. I kept this one because the damage is on the side and doesn't show. This is too heavy to ship by mail.
5,Everything is easy to use. It’s quite easy to use ..quiet when operating
1,Started blinking on and off the 1st time I used it garbage DO NOT BUY!
4,Good item. Takes up minimal counter space.
2,"It doesn't heat up on the first try , I have to put it in twice or longer than the time ."
2,The food remains lukewarm no matter how much time it is placed in this microwave. Not worth buying although it is cheap.
2,"The convection option on this oven is terrible. I find I have to cook things for much longer than I should. For example, cooking muffins that require 350• for 15 minutes needed 375• for 25 minutes. Not satisfied with that option. Microwave works fine but I haven’t had any success with the comb option either."
2,"We have had this unit 2 months. There's no bell or alarm after the timer finishes, which is quite annoying.  Another annoyance: the timer cannot be run while the unit is cooking, although our old microwave did both simultaneously.  I then have to use my phone's timer!  Even worse is that the power button has to be pushed numerous times to go from power 10 down to whatever you want and THEN you enter the time in power set function, then push start.  Nowhere is the power level displayed so you can know the power selected is what you intended.  It should be: hit the power button, punch a number between 1 & 10, then enter the time on the key pad, then start.  The power should be displayed along with the time remaining.  Oh, and the key pad is not backlit either, so in dimmed light you'll need a flashlight to see the faint numbers/words against dark background!  Plus, this microwave runs hot and all your cook times need to be adjusted!  I really HATE this design, but it's unfortunately past the 30 days to return it or I would.  Like most other consumers today, we are fed up with steadily decreasing quality and steadily increasing prices, on everything, over the past 30+ years.  This is another example of cutting quality to increase profits.  It's more than aggravating; it is disgusting."
2,The unit was great but has stopped working correctly after two years.  It starts and then shuts off.
5,"Regarding my.9 cubic stainless steel microwave, I'm ecstatic! It's amazing how much convenience it offers to my kitchen. Imagine being able to quickly prepare tasty meals while still adding a sense of elegance to my home with the sleek stainless steel design. My buddies are equally impressed when they see it, and when we are eating our quick, hot snacks, we frequently laugh heartily together. My family also likes its effectiveness. It's more than simply an appliance; it's a lifesaver that simplifies my everyday tasks and gives my kitchen a trendy feel."
2,"I'll update after I've used the oven more --  if I keep it. But I wanted to post right away that the touchpad model is not as advertised. The listing says it has a stainless finish. The strip across the bottom in front is or looks like stainless, which is great. But the top and sides look like a sparkly silver nail polish from Barbie Does Star Trek. It's seriously unattractive. Amazon is listed as the seller; I don't know if they or Panasonic are responsible for the incorrect info, but it should be changed. Also: I purchased this item new; but when I opened the box, there were spills on the turntable."
5,"This little microwave does the trick!  Digital panel, push button door, looks nice, works great! Nice price"
4,"Did not figure out why, but I just used old one from oven I replaced."
1,I thought it was bigger than this it had to be inserted into the wall under my cabinets I guess it's going to have to do for now
2,"I bought the unit because the oven feature which I May occasionally use. However, so far I used it as the convectional oven for only three times. It took too long for pre-heat. No pre-heat setting did NOT help the matter.Normal microwave feature is good, especially when the turntable reseted itself to the original spot.Then something happened, after finish cooking and the door is opened the turntable will not stop! The next day everything stop working except the light. Unfortunately is past one year warranty.No more Toshiba for me."
5,I am really enjoying the microwave.  It is quick and heats up my food very well. Not very loud but efficient.  I hope it last a long time.
5,Was looking for an inexpensive (haha!) replacement that would fit in the space I wanted it for.  This fits the bill in both respects.  Easy to use and easy to clean.
4,The rotating tray is squeaky but otherwise we love this.
1,"After very light usage for boiling cups of water and for cooking frozen vegetables, the coating inside, along the grooved runway for the rotating wheel apparatus, began to peel - the coating bubbled and began to peel. Right now, it is bare along a 5 inch by 1 inch stretch. Very disappointed."
3,"I dislike the “tinny”, low-quality, sound and feel of the door closing., it’s like closing the door of a cheaply made car, compared to closing the door of an expensive, high quality car., a Rolls Royce compared to the cars made by Russia before the Wall came down, for example., was it called the “Volga”, or something like that?🤔, the door feels and sounds “not durable”."
2,"Looks good easy to use but cooking power sucks, I for the most part have had to add 50% more time to the cooking time to get it to cook or warm everything.I do  not recommend"
5,"Wow! Are you serious? A frozen store-bought chicken pot pie cooked to perfection in two and a half minutes? My old microwave could do it in four and a half minutes.This thing is absolutely amazing!The first time I opened the door, I didn't know whether to crawl inside or cook something. Man, this thing is roomy! You'll have no problem cooking a full casserole in this thing.I've only been using this microwave for a day, but I can already tell you that this is the best microwave I've ever owned, hands down.The inside light is more than adequate, the buttons are nice and responsive, the button that opens the door does so with ease, it'll fit whatever you need cooked, it's super powerful and cooks super fast, it's whisper-quiet when it's cooking, the beeps aren't too loud, and the price is just right. In fact, I can think of no negatives about this appliance.Not sure where the one star reviews are coming from (maybe from competitors?). To me, this microwave is sheer perfection. Best I've ever owned, at least."
2,"I like the size, the function and the power of this microwave. Bought this mainly for the button with +30s, very convenient. I’m giving two star because the first one arrived had big dents on every side and it couldn’t work. Called amz to return it because it cannot be completed online. It took me a punt 30 minutes to process because they said they have to make sure it can be fixed.."
4,"Prefect microwave, only concern is not level, and second one was the same and had to stick something under a leg to not wobble, manufacture wanted me to bring it in to a store. Lol nope"
5,Love this microwave!  It's very black & sleek looking & compact enough that it fits in a small counter top space between my stove & frig perfectly. I've never had a microwave before that had a darker interior but I love that it's a dark sort of space gray so it won't yellow or discolor as the white interiors do.  It heats foods evenly on the turntable.  The push buttons can be easily read & selected.  I would highly recommend to anyone needing a small microwave.
5,Very easy to learn to use.  But the plastic label over the control panel starting to separate.
3,"It's OK, but my prior microwave was  a GE that lasted 1996 to 2016 - this has lasted 2 yrs - if you get it buy the insurance!The door latch and switch mechanism is junk - I can't understand how a company can put out something like this - I am a Panasonic fan - the GH5 camera is amazing - but they obviously don't care about their home appliance customers to be designing something like this. Shame."
5,"microwave works well.  i can hear things reheating.  larger than i expected, but not enormous."
2,The microwave works but clearly the box was dropped or punctured while still at the factory because it was actually taped up! The microwave itself was dented on the side.
1,"I admit - a big part of my decision to purchase was the distinctive look of this microwave. Nothing else like it.But today - first day of use - I tried to reheat cold coffee, which was still cold at the end of one minute. I mean, stick your finger in it and feel the chill cold. (Oddly, it heated the cup itself to the point I needed a pot holder to move it.)Second, I tried to heat a plain cup of water for one minute. Used a different mug. The water was hot on the top, cold on the bottom. And on only this second use, the oven was twice as loud as the first time.Darn it. I love the look of this thing. But it's back to Panasonic - or maybe I'll try a Toshiba. Either way I'm really bummed."
4,"The instruction manual needs work. It's not very well written ( not well translated) and some parts are either vague or not explained well (custom defrost function, auto menu, waiting state, using ""reheat"" and ""cook"" to refer to the same thing). If you get past that you'll be fine.The oven itself is solid and well built. And it heats well and it's pretty quiet. But that instruction manual is from hunger lol."
4,Doesn’t take up much space but works really well sometimes you just have to microwave a little bit longer.
5,Just what I wanted
5,Perfect size for apartments
1,Stopped working after a couple months. Smelled like burning wire and started to smoke.
5,Exactly what I was looking for….  Great product for the money
3,Small. Hard too see the numbers for elderly.
1,"It works well, and I love the silient feature with shuting off the loud beep, beep, beep.  However, it is rusting the paint off on the inside top area about 20% so far.  I bought it 3-months ago, so I cannot return it.  Thwerefore, I just scrap off paint that is lifting off and continue to use it."
4,Great buy
4,"I replaced an LG oven that had a push button door opener, the weakest link on the whole unit and of course the thing that broke first because it's used so much. This Farberware is same size and power, but with handle for the door. I'm liking it fine, and it seems to be quieter than previous oven. I'd read some reviews here that people thought it was loud, but I haven't noticed that."
5,My wife like the microwave oven. It fit exact above the stove. Lights are led and easy to use.
4,"This microwave has a very nice look if this is what you're looking for.  We purchased it because we needed something small and wanted something unique for our outdoor kitchen, and it fits perfectly in one of the cabinets.  We have used it mostly for heating up coffee that has cooled off too much when we're out on the patio in the morning, and the 30 second button works great for that.  We also like the platter memory function that stops the rotating platter at the exact same point as it started so coffee cup handles end up easily reachable.  It's also large enough inside to fit any dinner plate that we own.  The only real downside, although not completely unexpected, is the time it takes to heat things.  We've owned a number of small microwave ovens over the years, and in fact still have one of similar wattage in a bedroom cabinet (also used mostly for reheating coffee when we're hanging out in our sitting area on a cool morning).  But the Comfee unit is clearly less powerful, and a half cup of coffee may take two presses of the 30 second button to get it fully reheated.  Fortunately, as with most 30 sec buttons, the timer adds another 30 sec every time you press it, so two quick presses and the thing is running for a minute.Bottom line:  it's cute (if you're into cute) and it's very compact, but you'll need a little patience... which seems to be in rather short supply these days!I don;t have any instrumented way"
1,"Ordered this about 10 months ago, worked well up until few days ago. Started making noises like it was burning up so I immediately unplugged it. Other reviews shows that the warranty on it will be a joke. I have bought cheaper microwaves that lasted a lot longer than this one."
3,It showed up damaged lags were bent In so it set uneven
4,"Sleek design and compact, had plenty of power. Easy to use . Looks great"
5,Muy bien
3,"I bought this 9 months ago. Last month the inside light failed. This week the buzzer stopped working. So far the microwave works and the buttons and LED work. But I don't expect it to last.The warranty is ""lifetime."" However you have to pay to ship it to the company and wait 6-8 weeks for a replacement, which may not be honored ""depending on factors such as use of theproduct, where the product was purchased, or who you purchased the product from."" IMO, this warranty is a scam."
1,Interior width is advertised as 12” width.  Actual width is ~10 7/8”.  A dinner plate does not fit in this microwave.
1,"Like another reviewer, I bought this specific microwave for the Melt and Soften features. The sticker on the inside describes how to use those settings. But when you look at the control panel, Melt and Soften are not there. The manual also doesn't include info on those features. Besides Melt and Soften, it doesn't have any of the other Auto Cook functions listed. It also either has no interior light or it was broken on arrival. It works fine as a microwave, but it's not as advertised so that's why I only gave it 1 star."
4,So far so good!Many great features for a reasonable priced microwave!
5,Had this for few months. So far doing it’s job.
4,The only thing I am disappointed about is the power but it us the same as other small microwaves.
5,"Our prior GE Microwave started acting up and instead of waiting for it to ""die"", we immediately ordered another GE Microwave.  The price was right and the product was perfect!  Why delay?"
4,"Chefman Countertop Microwave Oven 1.1 Cu. Ft. Digital Stainless Steel Microwave 1000 Watts with 6 Auto Menus, 10 Power Levels, Eco Mode, Memory, Mute Function, Child Safety Lock, Easy CleanThe microwave comes packaged in a retail-style cardboard box with photos of the products and manufacturer info on the outside.When you open the box, right on top, you have the glass turntable microwave plate, the little wheeled ring that it rotates on, and then underneath a big piece of formed styrofoam is the microwave itself, wrapped in a big plastic bag. The instruction booklet and quick start user guide are inside the microwave. We noticed that the little centerpiece that turns the glass turntable is taped down, so you're going to want to make certain to remove the tape on that.Glancing at the quick start guide, I don't see anything unusual from other microwaves. This unit is fairly simple to use, and if you've used a microwave before, I doubt you'll have a problem using this one. I like that this unit doesn't have any protruding parts, to open the door. There is a push button on the lower right-hand side, and above that are the touchpad-style controls.Weighing in at 32 lb, the microwave measures about 20 in by almost 16 in, and is a fairly short 12 in tall. 32 lb. Doesn't sound like a lot, but it's a little bit of weight to be moving around on your kitchen counter. At 1,000 wattsof output power, this microwave is powerful enough to cook pretty much anything you wish, as long as it fits inside. You have to use microwave-safe dishes inside it, of course. We like the way the touchpad has presets for commonly used foods. Baked potatoes, popcorn, pizza, veggies, hot beverages, and a reheating button mark to leftovers. Nothing in the instructions or the paperwork with it notes that it has any type of steam or moisture indicator, so you can't just slam your leftovers in and forget them, you'll still have to check them occasionally. They're also defrost buttons that can be sorted by weight or time. We didn't find the microwave to be especially noisy, comparing it to average microwaves we've had in the past, but did make a bit when in use. If you need a good compact-size microwave for simple reheating or cooking, this unit should do well for you."
5,Buen producto
4,Perfect. Love this. For single or small family  awesome
2,Weak! The things I used to cook in 3 minutes now take 6 minutes.. this micro has no power
4,"It's a microwave. They've been around for quite a while now. This one works perfectly well heating stuff up.It is kinda large in size. About 1 1/2 inches wider than our old unit. Almost 2 1/2 inches longer front to back. The old one was a 1 cubic foot unit and this one is a bit over that.Does a fantastic job with popcorn, reheating tea/coffee and leftovers. No complaints in function at all. Price was on par with other brands, shipping was fairly quick, but not the two day prime shipping that it should have been. Can't remember anything lately showing up on time.Small complaint about the feet. They are not adjustable and the unit doesn't sit quite right on a flat countertop. Other than that it's a great microwave. Just what you would expect.Buttons are a bit hard to push, makes it easy to press the wrong one while trying to put in a cooking time."
2,"You can't see your food while it's cooking.  However, you can check your reflection in the extremely shiny finish ;o)  If I had it to do over again, I'd have gotten a different one.  I like to see my food without having to open the door..."
5,"Not to big, not too small"
4,Very easy to use and doesn’t pull a lot of power. Only downside is it is a small microwave good to warm up small plates not dinner sized 10/11.
1,Had to send it back.
4,Small enough not to take up a lot of counter space. Works great
5,I don't understand why this product has bad reviews! it works perfectly! it's not flimsy and does not feel like its going to fall apart! Very well made. yes It is a bit heavy but that stands to reason considering it is a larger microwave. I can't believe the quality for the price! Just amazing! Heats food up very fast and very well. couldn't ask for a better product for the price!
3,This microwave is extremely heavy for this senior to move around. Instruction for its use is complex for just the basic heating tasks.  I should have opted for a less complicated oven.
2,Was fine until a few weeks ago.  Now the light bulb flickers and the turntable makes loud noises and doesn't turn smoothly.  I don't think customers should be expected to purchases new microwaves every 3 years.  Disappointed.
5,I also liked the Toshiba but after a couple years of light use it came on by itself and added time. Will see how this how long this one lasts
1,Received the brand new microwave with an obvious defect. Someone in production must of put the door on upside down. Looks pretty stupid.
5,"Appears to be well made. Two weeks later, so far so good. I took the film off the panel, so expect that should be fine. I had that problem with a previous microwave, so knew what to do this time around. No problems with shipping, there was no damage when I unpacked it. The only detriment is that it's a bit light and slides on the countertop, so I'll put a mat under it. It would be great to have a cookbook included, like previous ovens I've had, but that in no way is a reason to give it fewer (not less, people) stars. I expect this to last a long time, the Sharp oven I bought several years ago stopped working after 5 years. It probably just needs a new fuse, but still, I expect longer service. I haven't used the grilling feature yet, but would like to."
2,"It's a microwave. However, after only 6 months of average use, the lightbulb ceased to work! Called customer service and this unit is not designed to have the bulb replaced. Really? What genius designed this? Extremely disappointing because I bought this MAINLY BECAUSE THE BULB IN MY LAST MICROWAVE BLEW and it was an older unit so it made sense to replace. Still under warranty but could take 6-8 weeks to get a replacement."
1,"It was purchased for a small office, used maybe once a week, and still only made it about 1 1/2 years."
2,Item was dented when received
1,"I bought this microwave, for a friend, it didn’t work at all, so disappointing"
3,The most highly rated microwave I found. A few reviews questioned its power rating. I found many times food did not cook in the recommended time. Another thing I didn't like was the double click necessary to engage the cook timer. Doesn't sound like a big deal and in fact it isn't but with the flat pad I frequently miss the second connection. Again not a big deal but annoying on a regular basis.
3,"I didn't realize how small it was compared to my prior microwave. I thought having a grilling option would be good, but my family wouldn't even try it. I guess my only mistake was getting such a small microwave, but I will say it serves our purpose of defrosting and reheating food. I wish I would have chose a larger oven, because I have a bacon cooker that can fit into the oven but it will not rotate because the oven is too small! Oh well, I got what I ordered. It is great for small apartments or a single person."
2,"Horrible, worse than a hotel microwave!"
2,"This microwave is very small, it works fine but smaller than expected"
5,"This thing has been great, got rid of 2 other appliances, this one does the job of 3!Highly recommend"
3,"Its hit or miss with slow cooking.  Sometimes you set to a low power level and it cooks at full power.  And the low setting process is not intuitive or well explained on screen.  Also, half the time after you remove a finished item from the microwave and go on to the next item, it wont accept new time settings, until you press Stop to reset it.  Also hit or miss.  Im fairly tall, and i have to stand back to see the buttons.  It would help if they were backlit, and the surface area of what is accepted as a push on any button is quite small.  You have to hit the mark within the graphic button exactly on target.  Lots of times I've pressed and pressed, crouched and pressed, and then realized i was pressing correctly, but i needed to hit the stop button first.  Not a bad machine, but annoying, and thank goodness i have another one that will reliably work on low settings without worry."
5,Sleek and exactly what we were looking for.
4,"This puppy is huge and fast!  Unless you are strapped for space, get it- you will not be disappointed.  Everything you ever wanted to put in a microwave fits.  An 11x13 glass baking dish- no problem, a jar of pasta sauce- no problem, a whole turkey (would never do this)- but in this beast it is possible!.  My only annoyance is that the quick 30 seconds requires you to press quick30 AND start- most other microwaves ""quick"" will start immediately without pressing start.  A small inconvenience for all of the other advantages- just need to retrain the human."
1,"Right out of the box this is a good looking oven and appears high quality.WRONG .Miss my old microwave that I had for many years.  Since I had to replace it, I thought I would pay the extra bucks to get a multifunction appliance.  BAD MOVE. NOT ONE feature of this oven works well.MICROWAVE:  Popcorn that popped in 1 min 45 sec in my old microwave takes 4 whole minutes in this one.CONVECTION:  This oven takes 25% to 50% longer to cook foods than my regular oven.  Instructions say to preheat for 5 minutes, but Preheat takes 20 minutes.After preheat, French Fries (1 medium potato) take 45 minutes and this oven get so hot that I fear a fire could start.  Hard to believe its electric cords don't melt.AIRFRY:  (see convection, because that is what it is)  A cheap airfryer from Walmart or Amazon works much better than this.  MUCH BETTER.BAKE:  (see convection)AUTODEFROST:  works well, but check frequently and stop early or food will start to cook.SENSOR COOK: Seems to workPOPCORN:  does not run long enough to cook even half the popcorn.NOTE:  You will need a flashlight to read the button display.  So you need two hands to program.  Default for majority of the quick buttons is MICROWAVE, so don't put in airfry rack and push the wrong quick button!!!!Sadly, I would return this if I had not waited too long.  I am a few weeks past return date.  WOULD NOT BUY AGAIN.I so wanted to like this oven, but this oven never should have made it past the companies quality control."
2,"I WILL say if you want a small microwave on your counter, this will fit the job. As far as heating things, you might want to look elsewhere. I had to double the time for anything I wanted to heat. After, the first go round (usually 4-6 minutes), some places were still frozen. After adding 3-5 more minutes, things were luke warm. Also, there was a strong odor that was present while it was running, not quite electrical, but definitely burned smell. I went and got the Farberware 900w and the new one isn't winning any awards for function either. Makes me wonder if I really need a microwave, or if I just got used to having one."
1,"While this microwave heats fine, fit the space we had, and looks great, every time we use it it leaves a lot of condensation on the inside of the microwave.  I suspect that this will shorten the life of the product, and it is very annoying and seems like a good setting for germ growth. I now keep a paper towel hanging from the handle to wipe this condensation up after each use.  In addition, the glass turntable dislocates frequently, requiring taking everything out and resetting it. Wish we hadn't bought it."
1,"This microwave cuts off the power to my home sometimes when I use it. This is the third time it has cut off the power to half my house. It only happens with this appliance in particular. I have run multiple other appliance through the outlets and circuit breaker path this was attached to without this problem. This is marketed as an ECO friendly low power microwave, yet it blew the power in my house 3 times. It is an extreme point of frustration in my life as of recent. Owning this appliance has been a complete disaster, and actually lowered my quality of life."
5,"This is a great solution to save counter space.  No need for a separate toaster oven, air fryer and microwave on your counter.  So far I have toasted bread and made some cheese melts, so this looks like it is going to be a great addition."
5,It works really well.
5,"Only two person use. It’s the perfect size if you’re looking for a small microwave that doesn’t take up much room. The packaging was done really well as I was concerned about a broken plate, but it’s packaged really nicely!"
3,Hard to use. I have to push the buttons so hard the microwave slides all over the counter. I usually have to hold the back to be able to push hard enough to get a result. I would not recommend.
4,Love it but the bacon never comes out he same and I don't know why
5,"Easy to use.  Fits on countertop, cleans up great"
5,I liked the smaller size. It is attractive. It has a 30 second function. But boy is it noisy. Fan is loud. Also it does not stop beeping when you open the door at the end of cooking/heating time. When using late at night that is inconvenient.
1,Would never purchase this brand again.
5,"This microwave initially came with a placement hole off set but it was quickly and easily replaced. Once I verified the next one's placement holes were on point, It was just a matter of a few minutes to place it above my range. I did have to get my son to help me hold it up while screwing it in, but very easy installment overall. Works great as well! The exhaust sucks up any smoke from cooking, the light illuminates what you're cooking, noise level is minimal, and the 30 second start button is great! I would recommend this item."
5,"A lot of the smaller microwaves you can pickup for under $50 are inexpensive for a reason. They lack wattage and the better features. This little microwave offers more features and a higher level of quality.The housing and ""feel of the controls feels sturdy and well made. Looks good too. It comes with a variety of presets and options including multi-phase cooking which allows you to program two levels of power in one cycle. This could be useful for defrosting and heating at the same time. I like to heat and eat frozen sausage and egg croissants which come out chewy if just heated. Multi-stage can defrost it at low power for a minute then heat it for another minute making it come out as it should.It also has a handy stand-alone timer feature. Using the timer feature is easy enough unless you want to time something for less than ten minutes. In this case, you need to press the 0 button until the minutes or seconds are displayed before entering the number of minutes or seconds you want to time. Just pressing the 1 will start it at 10 minutes.This little micro-wave has all the standard pre-sets like popcorn, potato, and beverages along with a clock, time or weight defrosting and the ability to change power levels. I particularly like the +30 second button that starts cooking instantly and increments my 30 seconds every time you press it. I probably use this more than any other feature. the microwave comes with a 1 year warranty.I compared prices of 900 watt / 0.9 cubic feet microwaves and found this one to be about average but it seems to be of a higher quality than some and has more features. I have to give it five stars."
1,The buttons do not work on the control panel. Some of the buttons intermittently worked the first few days then got progressively more frustrating and have now completely stopped working.
3,"I was disappointed in Toshiba's Customer Service and policy. The microwave, whichseems to function well, came with the glass tray totally unwrapped. Whenwe opened the box, the glass tray fell out and shattered.Toshiba said it was not responsible, as the tray was not broken when it arrived.We had to purchase another glass tray on our own.  Very poor public relations"
